student_id,name,age,experience_level,learning_style,interests,course_id,course_name,category,difficulty_level,ratings,num_reviews,time_spent_on_course,completion_status,video_id,video_topic,video_duration,time_watched,skip_count,pause_count,disengagement_score
fa3f9b79-3337-4395-8896-2141ceedacaa,Jeremiah Fernandez,31,Advanced,Visual,"Natural Language Processing, Serverless Architecture, React",36b430e6-d408-4137-a136-742e84945d4b,Computer Vision with OpenCV,AI,Advanced,3.9,434,551,TRUE,3bacc760-fd4e-4fde-af0e-a5a169e10e3d,Reinforcement Learning,332,258,4,3,0.27
3c311816-7926-4e4d-b517-1c0fc7ea55f0,Roger Baker,48,Intermediate,Kinesthetic,"Machine Learning, Neural Networks, AWS",95466399-1a9a-4e2c-b087-99e2c60420cc,Artificial Intelligence A-Z,AI,Intermediate,3.6,123,383,FALSE,7f2e310c-712b-4d91-a1c3-6cd865b1d2cd,Computer Vision,62,19,0,5,0.54
e64b885c-0cb2-496f-aa0b-b3c21097e187,Jay Cochran,33,Advanced,Auditory,"HTML & CSS, Ethical Hacking",92f8871a-f770-4ea3-9155-43ffda51b409,Full Stack Web Development,Web Development,Advanced,2.5,208,48,TRUE,94683848-64ff-48b7-ba6a-e0d554443925,HTML & CSS,73,64,9,5,0.32
39579e94-e264-4c79-a7e6-a8ec305bf6be,Chris Tucker,26,Intermediate,Visual,"JavaScript, Network Security, Deep Learning",b3465ab4-fd18-4870-a4e2-bb420c96cfdf,Full Stack Web Development,Web Development,Intermediate,2.5,385,591,TRUE,f84eb38b-52ad-4f25-9ec0-4f76d657acc2,HTML & CSS,78,54,4,9,0.39
4f5147f1-d677-463a-b2a4-a6d1dab18314,Ashley Johnson,46,Advanced,Visual,"Computer Vision, Network Security",73160ff2-c0be-4b83-bb5e-11b7e3dff636,Computer Vision with OpenCV,AI,Intermediate,2.7,51,124,FALSE,a4d18c8a-9252-4255-8ef0-547d424a7943,Natural Language Processing,226,24,8,9,0.88
b12cf896-078b-4769-afdb-9218478e3910,Donald Moses,21,Beginner,Visual,"JavaScript, Reinforcement Learning, AWS",4ed26c8e-18c1-4523-92aa-7aa5ffd54e34,Full Stack Web Development,Web Development,Beginner,3.1,122,553,TRUE,43b4c217-f6ed-483c-b8d5-171d54520303,React,82,61,2,1,0.23
8174cee0-f97b-432f-aafd-c2e54ef5fe9a,Tracy Contreras,43,Advanced,Visual,"Machine Learning, AWS, Penetration Testing",fa514796-7edb-4acb-a612-493ec64670a3,Statistics for ML,Data Science,Advanced,1.6,360,78,FALSE,98f7bdd1-581b-42d3-bb43-bdee4a7d2298,Big Data,203,33,8,4,0.79
6d788d26-7d6e-47e8-95d7-b6103867e851,Gloria Patterson,21,Advanced,Visual,"Natural Language Processing, Data Analysis, React",cc9af4b3-c095-4095-8b28-d779496687d4,Computer Vision with OpenCV,AI,Advanced,2.2,30,168,FALSE,1e975be4-9251-43e1-a00b-2943f3e878a1,Computer Vision,236,91,2,3,0.5
b1f9a705-cc7d-4d70-b29e-e881310caacf,Jesse Brown,39,Beginner,Kinesthetic,"Reinforcement Learning, Full Stack Development",7a5f6ae9-f71e-4fff-bcf8-58fe69a5008d,Computer Vision with OpenCV,AI,Beginner,3.5,22,160,FALSE,13370067-e77e-4299-bf7d-6447bc197e3a,Natural Language Processing,69,16,9,1,0.73
41edc587-f918-4f39-b200-8c8c63464253,Kara Butler,29,Beginner,Kinesthetic,"Computer Vision, Cyber Threat Intelligence",50d7d72f-3628-46f8-acbd-fa8344da71f6,Artificial Intelligence A-Z,AI,Beginner,1.8,65,109,FALSE,578b2e74-38d0-4801-b1d0-8a1f708c0a3a,Natural Language Processing,233,15,9,0,0.83
8368b555-87e0-4fc8-8a8a-514dc2fd255d,Sandy Cox,27,Intermediate,Kinesthetic,"Google Cloud, Neural Networks",f525b1ea-d529-4377-b6c7-d53787ce13c3,Google Cloud Fundamentals,Cloud Computing,Beginner,2.0,208,262,TRUE,0449b1e2-193b-470d-afd5-ad699f643d9b,AWS,309,272,7,7,0.29
6d1fdf68-32d9-4d78-a8fc-6c5db54dff72,Jessica Rios,43,Advanced,Kinesthetic,"Machine Learning, Reinforcement Learning, Node.js",66e07df5-2e6e-46ce-8f6a-574090819e20,Deep Learning with TensorFlow,Data Science,Advanced,3.4,82,481,FALSE,32444c8c-4aa0-4022-bde3-2858c925d7f3,Big Data,417,100,1,9,0.64
3b07a0af-145f-4f1a-9e6a-6768f2ad7a82,Christopher Zhang,33,Intermediate,Visual,"React, Google Cloud",10f9d6c2-8402-4017-a0d5-f4bd4c3151fa,JavaScript Mastery,Web Development,Intermediate,2.2,106,310,TRUE,b6d25d0c-8b47-4456-a370-f0869fee8311,Node.js,143,117,6,0,0.25
9d518e9b-223d-4603-8586-4a9213660eff,Erin Rodriguez,49,Intermediate,Visual,"Natural Language Processing, Kubernetes",3f616d99-2ef3-4788-8aa1-beff90b6d7d0,Neural Networks from Scratch,AI,Beginner,2.9,272,211,FALSE,2178c665-bfa3-46fa-90de-0ee622267282,Natural Language Processing,394,113,7,5,0.69
7e010a04-6003-49dc-a2bb-91b848c08ffb,Shane Mcpherson,19,Advanced,Visual,"Serverless Architecture, React, Computer Vision",959916b4-a9dc-475e-815e-e9a2d7b4ff12,Artificial Intelligence A-Z,AI,Intermediate,3.2,461,426,FALSE,b2b11003-9fc2-4e4c-b2ca-6b2256b71fc9,Neural Networks,205,105,7,5,0.53
6160776d-9a84-49a7-881c-d6293c7c5de7,Aaron Franklin,32,Intermediate,Visual,"Azure, Neural Networks",9736124e-255f-4229-a87e-5b53dee1e8b3,Google Cloud Fundamentals,Cloud Computing,Beginner,1.8,327,524,FALSE,4a63f954-b0ba-4182-947f-eb2ce691a0ae,Kubernetes,65,15,1,5,0.61
6b9101d6-3a49-4f59-86b1-a53ecb50d35e,Kathleen Harrell,42,Intermediate,Visual,"Ethical Hacking, Full Stack Development, Serverless Architecture",91e3f367-7d27-43a3-bd26-9265ae5e6ac2,Google Cloud Fundamentals,Cloud Computing,Beginner,3.2,50,468,TRUE,7810e97d-7a9d-48d3-9caf-b7509f94d13a,AWS,415,304,0,2,0.21
3e7459ac-53d3-4335-a35c-07ea3594ba30,Mr. Mitchell Fleming MD,29,Advanced,Visual,"Neural Networks, Google Cloud, Cyber Threat Intelligence",3ad220f3-4071-4c42-9f0c-19b154d2d4b5,Cybersecurity Fundamentals,Cybersecurity,Intermediate,2.9,486,46,FALSE,20a5ff24-3197-4f40-aef9-5e5d69f7faf6,Cyber Threat Intelligence,410,30,0,1,0.66
7271f2b3-f725-47a0-8eb5-c7baaf12548f,Angela Hanson,23,Intermediate,Visual,"Kubernetes, Data Analysis, Network Security",27e86d76-1573-4cde-b68b-ac0f880b38c5,Google Cloud Fundamentals,Cloud Computing,Intermediate,1.7,63,210,FALSE,9c5a86e0-75fb-44ed-884c-5c461c7c6481,Kubernetes,52,17,8,4,0.67
b1c72d4a-0f04-4ca8-a1e9-33858a8b9346,Samantha Allen,36,Intermediate,Visual,"Full Stack Development, Natural Language Processing, Google Cloud",6cc82a69-c0a3-46d3-ac43-18fbcaff3cce,Computer Vision with OpenCV,AI,Intermediate,1.9,218,205,TRUE,bb01c346-5ba2-42c9-9eed-20b5a223d5a9,Natural Language Processing,396,247,0,6,0.32
6310de0f-5455-4c9c-a98a-af867955e653,John Moyer,45,Intermediate,Visual,"Statistics, Serverless Architecture",bcc418a9-b7bf-4c4c-92f6-59f5d14ca3cb,AWS Certified Solutions Architect,Cloud Computing,Beginner,3.9,357,249,FALSE,f11fc1c5-f4ea-48d1-a1ae-7f39c20223a3,Serverless Architecture,434,150,1,2,0.5
6d82ebb0-cf3f-4fd1-8489-3697a393291e,Katelyn Singleton,20,Beginner,Visual,"HTML & CSS, Network Security, Machine Learning",c14cc4d8-0a40-4f0e-8cf1-ade8e00107f1,Data Science Bootcamp,Data Science,Beginner,1.9,350,67,FALSE,0ae4613a-ce8c-471b-96b4-09dbef68721a,Data Analysis,51,30,9,3,0.5
297b5824-97d4-4bda-9597-3e13398ebe17,Amanda Barnes,47,Beginner,Visual,"Kubernetes, Natural Language Processing, Network Security",7f2f6ecc-1b06-4f43-84f4-370c113dff1f,Google Cloud Fundamentals,Cloud Computing,Beginner,2.0,183,99,FALSE,93f5ac67-3be0-4c57-a510-9a0341e9d055,Google Cloud,218,27,7,9,0.84
a60834c8-1e67-49d1-9062-ed0a0a9eb083,Nathaniel Johnson,37,Advanced,Visual,"React, Data Analysis",fcb33794-c6ef-4a86-89b0-1f229d864070,Statistics for ML,Data Science,Advanced,2.0,77,456,FALSE,4db9ca86-50d9-4432-a2b8-369e2ff9cef2,Statistics,373,49,0,8,0.69
229a19bc-3386-471d-bf66-02b5203b7d4f,Carolyn Hunt,24,Advanced,Visual,"Machine Learning, Computer Vision",894e9e24-ac76-4e69-be94-f7876a7c0e10,Deep Learning with TensorFlow,Data Science,Intermediate,4.1,405,318,TRUE,7678f02a-396f-4414-bcb8-4abd4828bc19,Big Data,355,262,1,7,0.27
f18d6d83-bc4f-4d7f-82e3-b16680c09016,Tyler Montoya,20,Beginner,Visual,"Ethical Hacking, Natural Language Processing",26e70b42-cc8d-4269-b318-eaa4d4c066ef,Computer Vision with OpenCV,AI,Beginner,3.2,404,289,TRUE,49c1667c-3792-49fb-a3d9-1e5ec6869cde,Neural Networks,74,44,0,2,0.3
a9018663-849c-4d71-aa87-25889a6e4c4e,Matthew Ferguson,32,Intermediate,Visual,"Computer Vision, Serverless Architecture, Penetration Testing",fb3cc1d3-06ee-4d10-b84c-a271d75e79eb,Serverless Computing,Cloud Computing,Beginner,2.2,381,596,FALSE,8f2d64ca-81ec-4f7c-8761-7ff78ecc5030,Serverless Architecture,203,20,0,4,0.67
e4ebf8ca-c8de-4c6e-8f1d-b186fbf264fd,Ronnie Bailey,19,Beginner,Visual,"Serverless Architecture, Penetration Testing, Deep Learning",c93c456a-a74f-44db-8799-fcbfe923a8e9,Statistics for ML,Data Science,Beginner,3.4,252,588,FALSE,712a09aa-0dc8-4b79-af9a-04ec94eba3a9,Deep Learning,215,58,1,0,0.53
7a87d65e-18a5-4726-83c2-5fadc7e559ed,Ryan Vasquez,28,Intermediate,Visual,"Kubernetes, Computer Vision",c6bc2e0f-6803-47ed-8459-1df21bed00c1,AWS Certified Solutions Architect,Cloud Computing,Beginner,1.6,477,56,FALSE,d18b9560-01f3-47f3-bd34-5963e2a30976,Serverless Architecture,449,202,5,8,0.57
65bf7340-3f05-4505-bc60-f247d0bf5a0b,Linda Martin,32,Beginner,Kinesthetic,"Natural Language Processing, AWS",4beb70c0-170c-47d0-a58e-750d81f43892,Google Cloud Fundamentals,Cloud Computing,Beginner,2.3,386,482,FALSE,454897b8-ddcf-410b-8379-0b7b993fc7c3,Azure,388,110,8,9,0.75
2c9848c4-12b2-4040-bebf-ff59f49b4ee1,Michelle Anderson,34,Intermediate,Reading/Writing,"Neural Networks, Machine Learning",2770e0c0-d396-4f43-b1c0-56fe97c5ba34,Neural Networks from Scratch,AI,Intermediate,2.6,107,230,FALSE,b6ec84d7-3ed5-4fc4-8fd5-bd28f249face,Reinforcement Learning,361,159,9,0,0.57
462335d6-a971-465e-bef1-06b3cedb765f,Aaron Moon,29,Advanced,Kinesthetic,"Machine Learning, Serverless Architecture",842e6455-6661-4222-98c1-340fa1e4bd84,Python for Data Science,Data Science,Intermediate,2.4,419,463,TRUE,c8339ed2-a94b-4a8a-b904-deb92556fa95,Big Data,280,219,8,0,0.31
9d4d7c82-8fa0-415a-8d04-0a0963da3ca2,Bryan Hendricks,24,Intermediate,Visual,"React, Reinforcement Learning",158f9ba1-1cca-4c94-bcba-511c801680bd,NLP with Transformers,AI,Beginner,3.9,312,419,TRUE,5c8256ac-fc54-4ef1-9dba-a809798c8125,Neural Networks,116,86,0,5,0.23
3be504a0-cf4a-4166-baa2-9800d3421d3f,Patrick Cummings,18,Advanced,Visual,"Network Security, Google Cloud",8bc5ab40-2e0a-40be-b895-0addb4ddbbf3,Google Cloud Fundamentals,Cloud Computing,Intermediate,3.7,318,323,FALSE,0e785fd6-95d1-4e6e-a626-457e209a990b,Azure,94,33,6,5,0.62
d9e8ccba-2731-445b-a029-c024e3d2d5b3,Krista Clark,35,Advanced,Visual,"Cyber Threat Intelligence, Google Cloud, Computer Vision",726ab893-eeb8-4ddb-8049-86016095cde1,Artificial Intelligence A-Z,AI,Intermediate,3.7,148,549,FALSE,0d7d1aa9-af66-4d6b-8704-30719051b13b,Natural Language Processing,127,51,6,3,0.57
5abf4308-2105-4a6b-8ee8-b318ada0784b,Pamela Andrews,48,Beginner,Auditory,"Cyber Threat Intelligence, Kubernetes",e3198bb4-2df1-4ca5-bdfc-6111b2216d88,Network Defense,Cybersecurity,Beginner,2.1,59,379,TRUE,635c7c20-3581-42bb-a11c-96c2dfd9dc34,Network Security,358,193,1,5,0.39
4dc264bc-8051-48fc-942d-98066ad9d2e8,Claudia Alvarez,34,Advanced,Auditory,"Cyber Threat Intelligence, Machine Learning",b546e78c-7b69-4a8c-bb66-8f74f6a4ab37,Data Science Bootcamp,Data Science,Intermediate,3.0,359,433,FALSE,50419e34-9442-4ff2-b290-159306ea4a40,Machine Learning,241,162,9,6,0.47
5d2eec7f-d0e4-4c17-b0f5-093d10357f5b,James Herman,21,Intermediate,Visual,"Data Analysis, HTML & CSS, Serverless Architecture",0af18503-d495-4b70-be57-26c47bdd1696,Python for Data Science,Data Science,Beginner,2.6,438,239,TRUE,0275b58a-1fae-4376-ba0c-8a194f76bfe6,Data Analysis,471,458,5,5,0.17
ce84209b-0ae5-43c6-acfa-f53e112a823d,Christopher English,23,Advanced,Reading/Writing,"Neural Networks, Cyber Threat Intelligence, Big Data",3020cf4b-c0c1-4d25-b7ee-a4cd3665751d,Advanced Penetration Testing,Cybersecurity,Advanced,1.5,391,442,FALSE,9f0317dc-05e1-4317-ac67-f53a99292f1b,Ethical Hacking,279,105,7,1,0.59
121888da-164e-414d-8f8f-d0970ca4ead7,David Paul,23,Intermediate,Auditory,"Network Security, Reinforcement Learning",6fd6530e-9746-4cd7-bb41-88bdba8b19a4,Advanced Penetration Testing,Cybersecurity,Beginner,2.7,362,226,FALSE,3c391707-53e5-4f8d-97ce-1f0c483bbd8c,Penetration Testing,487,108,2,9,0.67
bf1b6abf-15d3-4f51-9bf1-a6df7c278581,Ryan Miller,41,Advanced,Auditory,"JavaScript, Big Data, Azure",09edc902-ff3c-4f64-a008-e65ff4212a45,Deep Learning with TensorFlow,Data Science,Intermediate,2.0,258,117,FALSE,4ea9b9ea-5943-4305-9998-a37d7cfe70fd,Deep Learning,86,40,7,6,0.57
8f5ca4ac-e73b-4052-a2de-1ad5a7e5daf3,Robert Howard PhD,39,Beginner,Visual,"Deep Learning, Natural Language Processing, Azure",a601e5c6-69e2-42e5-8ece-c44a48e2bf42,Deep Learning with TensorFlow,Data Science,Beginner,2.2,437,336,FALSE,82a8dab5-e136-4564-bf2c-b2d74d64a287,Machine Learning,380,208,6,4,0.48
6aeed45f-7649-455a-b7f1-00e6cac284ce,Dennis Mejia,49,Beginner,Kinesthetic,"Computer Vision, Cyber Threat Intelligence, Kubernetes",f1346c17-6226-4e79-b1d5-107916b00eab,NLP with Transformers,AI,Beginner,2.8,132,234,TRUE,2e95f3a3-12f3-47c7-89dc-361b917afff6,Computer Vision,98,90,3,8,0.2
5c92f021-e6cb-406f-9bf6-e47145ac0760,Nancy Lambert,42,Beginner,Visual,"React, Big Data",b16c0b6f-fc3f-47bb-b0da-ad93da57e723,Deep Learning with TensorFlow,Data Science,Beginner,3.1,336,356,TRUE,e53a16bb-de0b-4d92-8ff9-9a55592e8c99,Data Analysis,492,391,8,8,0.38
